id,english,russian,domain,scenario,level,priority,phrase_type,family,source_id,source_title,tags
ophc2_ca42426a2825,response to botulinum toxin injection in intermittent exotropia,ответ на botulinum toxin injection при intermittent exotropia,Pediatric Ophthalmology & Strabismus,follow-up,C2,B,outcome pattern,botulinum toxin injection,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,outcome
ophc2_2ca2460d7161,response to early amblyopia treatment in intermittent exotropia,ответ на early amblyopia treatment при intermittent exotropia,Pediatric Ophthalmology & Strabismus,follow-up,C2,B,outcome pattern,early amblyopia treatment,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",outcome
ophc2_d9f7782ff25c,amblyogenic refractive error associated with infantile esotropia,"amblyogenic refractive error, ассоциированный/связан с infantile esotropia",Pediatric Ophthalmology & Strabismus,differential diagnosis,C2,B,association pattern,amblyogenic refractive error,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",association;ddx
ophc2_f3640031992a,amblyogenic refractive error associated with congenital glaucoma,"amblyogenic refractive error, ассоциированный/связан с congenital glaucoma",Pediatric Ophthalmology & Strabismus,differential diagnosis,C2,B,association pattern,amblyogenic refractive error,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,association;ddx
ophc2_82da708d4394,retinopathy of prematurity presenting with reduced visual acuity,retinopathy of prematurity: клиническое проявление — сниженный зрительный acuity,Pediatric Ophthalmology & Strabismus,clinical presentation,C2,B,presentation pattern,retinopathy of prematurity,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,presentation
ophc2_8290f070fbe7,response to botulinum toxin injection in accommodative esotropia,ответ на botulinum toxin injection при accommodative esotropia,Pediatric Ophthalmology & Strabismus,follow-up,C2,B,outcome pattern,botulinum toxin injection,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",outcome
ophc2_604a081f7091,response to early amblyopia treatment in accommodative esotropia,ответ на early amblyopia treatment при accommodative esotropia,Pediatric Ophthalmology & Strabismus,follow-up,C2,B,outcome pattern,early amblyopia treatment,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",outcome
ophc2_ea7ded47ab62,amblyogenic refractive error secondary to accommodative esotropia,"amblyogenic refractive error, вторичный по отношению к accommodative esotropia",Pediatric Ophthalmology & Strabismus,clinical reasoning,C2,B,causal pattern,amblyogenic refractive error,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,cause
ophc2_1d983407e1f2,amblyogenic refractive error associated with intermittent exotropia,"amblyogenic refractive error, ассоциированный/связан с intermittent exotropia",Pediatric Ophthalmology & Strabismus,differential diagnosis,C2,B,association pattern,amblyogenic refractive error,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",association;ddx
ophc2_ac862a12bf60,response to botulinum toxin injection in retinopathy of prematurity,ответ на botulinum toxin injection при retinopathy of prematurity,Pediatric Ophthalmology & Strabismus,follow-up,C2,B,outcome pattern,botulinum toxin injection,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",outcome
ophc2_222a58567f0c,response to early amblyopia treatment in retinopathy of prematurity,ответ на early amblyopia treatment при retinopathy of prematurity,Pediatric Ophthalmology & Strabismus,follow-up,C2,B,outcome pattern,early amblyopia treatment,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",outcome
ophc2_9b88f85028ae,amblyogenic refractive error secondary to retinopathy of prematurity,"amblyogenic refractive error, вторичный по отношению к retinopathy of prematurity",Pediatric Ophthalmology & Strabismus,clinical reasoning,C2,B,causal pattern,amblyogenic refractive error,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,cause
ophc2_010d5b0602e7,mild esotropia,лёгкий esotropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,esotropia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_11fae5013977,mild exotropia,лёгкий exotropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,exotropia,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_c24a271f4008,acute exotropia,острый exotropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,exotropia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_7c11fd2e8502,acute leukocoria,острый leukocoria,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,leukocoria,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_da194a783000,severe esotropia,тяжёлый esotropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,esotropia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_6f63fe19c5be,severe exotropia,тяжёлый exotropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,exotropia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_08da38a78d6b,severe leukocoria,тяжёлый leukocoria,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,leukocoria,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_9324f2ef399d,chronic leukocoria,хронический leukocoria,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,leukocoria,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_13c58b148e4a,diffuse leukocoria,диффузный leukocoria,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,leukocoria,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_0582978d7060,moderate esotropia,умеренный esotropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,esotropia,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_b7bffa053307,moderate exotropia,умеренный exotropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,exotropia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_8da2d5227da7,moderate leukocoria,умеренный leukocoria,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,leukocoria,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_9eebc03ae0b9,bilateral esotropia,двусторонний esotropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,esotropia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_5bb6788d963c,recurrent exotropia,рецидивирующий exotropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,exotropia,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_58888b6793b3,acute anisometropia,острый anisometropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,anisometropia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_c9ee0248fa09,bilateral leukocoria,двусторонний leukocoria,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,leukocoria,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_cdf6f1fc1200,persistent esotropia,персистирующий esotropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,esotropia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_c74d88edce87,unilateral esotropia,односторонний esotropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,esotropia,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_00b8af1d4dbb,asymmetric esotropia,asymmetric esotropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,esotropia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_4403f73592ae,persistent exotropia,персистирующий exotropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,exotropia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_909e90e9e89e,unilateral exotropia,односторонний exotropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,exotropia,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_7590243646d7,asymmetric leukocoria,asymmetric leukocoria,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,leukocoria,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_a1fc9f3f1538,subclinical esotropia,субклинический esotropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,esotropia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_7c15ace053d9,progressive exotropia,прогрессирующий exotropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,exotropia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_6496abd600af,diffuse anisometropia,диффузный anisometropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,anisometropia,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_d88794e987c7,progressive leukocoria,прогрессирующий leukocoria,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,leukocoria,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_5853985ff9c4,mild congenital ptosis,лёгкий congenital ptosis,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,congenital ptosis,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_3ce4f9d84691,recurrent anisometropia,рецидивирующий anisometropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,anisometropia,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_ba908b164536,esotropia on cover test,esotropia при/на cover test,Pediatric Ophthalmology & Strabismus,investigations,C1,B,prepositional phrase,cover test,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,investigation;finding
ophc2_3b12fb0d88c4,mild abnormal red reflex,лёгкий abnormal red reflex,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,abnormal red reflex,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_3af73ca815f3,unilateral anisometropia,односторонний anisometropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,anisometropia,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_e7fc039a2184,mild suppression scotoma,лёгкий suppression scotoma,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,suppression scotoma,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_29c6fd7049ba,leukocoria on cover test,leukocoria при/на cover test,Pediatric Ophthalmology & Strabismus,investigations,C1,B,prepositional phrase,cover test,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,investigation;finding
ophc2_c5cf50346461,lensectomy for amblyopia,ведение/лечение: lensectomy при амблиопия,Pediatric Ophthalmology & Strabismus,management,C1,B,management pattern,lensectomy,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",management
ophc2_cde6d96f0d2c,acute abnormal red reflex,острый abnormal red reflex,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,abnormal red reflex,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_632e4875dd2a,focal abnormal red reflex,очаговый abnormal red reflex,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,abnormal red reflex,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_cb94445bf7e0,progressive anisometropia,прогрессирующий anisometropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,anisometropia,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_ec8ada0dddab,mild nystagmus in infancy,лёгкий nystagmus in infancy,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,nystagmus in infancy,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_f4fc18c123c1,mild strabismic amblyopia,лёгкий strabismic amblyopia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,strabismic amblyopia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_ca71bfec4d9f,focal suppression scotoma,очаговый suppression scotoma,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,suppression scotoma,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_92c91bd2dd40,acute nystagmus in infancy,острый nystagmus in infancy,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,nystagmus in infancy,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_c553b651e1f2,acute strabismic amblyopia,острый strabismic amblyopia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,strabismic amblyopia,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_39ee9f178c47,sight-threatening esotropia,sight-threatening esotropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,esotropia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_464aeb58d053,sight-threatening exotropia,sight-threatening exotropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,exotropia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_ba4b348ef9da,bilateral congenital ptosis,двусторонний congenital ptosis,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,congenital ptosis,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_ee85b6ececee,mild optic nerve hypoplasia,лёгкий оптический нерв hypoplasia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,optic nerve hypoplasia,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_9c2cf9e31552,severe strabismic amblyopia,тяжёлый strabismic amblyopia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,strabismic amblyopia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_1b984b167fe3,chronic suppression scotoma,хронический suppression scotoma,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,suppression scotoma,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_c3c880e2219c,diffuse suppression scotoma,диффузный suppression scotoma,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,suppression scotoma,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_2d8da3fcab7f,anisometropia on cover test,anisometropia при/на cover test,Pediatric Ophthalmology & Strabismus,investigations,C1,B,prepositional phrase,cover test,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",investigation;finding
ophc2_a2e231503c7c,sight-threatening leukocoria,sight-threatening leukocoria,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,leukocoria,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_2b2c0f02960d,moderate abnormal red reflex,умеренный abnormal red reflex,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,abnormal red reflex,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_dbabd42cf99e,vision-threatening esotropia,vision-threatening esotropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,esotropia,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_eb8100c5bf3c,vision-threatening exotropia,vision-threatening exotropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,exotropia,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_025898c0ec30,diffuse nystagmus in infancy,диффузный nystagmus in infancy,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,nystagmus in infancy,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_f5084c954c85,persistent congenital ptosis,персистирующий congenital ptosis,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,congenital ptosis,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_88672ed9f86c,chronic strabismic amblyopia,хронический strabismic amblyopia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,strabismic amblyopia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_56ccc5402ecc,diffuse strabismic amblyopia,диффузный strabismic amblyopia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,strabismic amblyopia,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_a2fec88276f1,cover test showing esotropia,cover test: признак esotropia,Pediatric Ophthalmology & Strabismus,investigations,C1,B,investigation pattern,cover test,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",investigation;finding
ophc2_9ed8cf7c7d3e,cover test showing exotropia,cover test: признак exotropia,Pediatric Ophthalmology & Strabismus,investigations,C1,B,investigation pattern,cover test,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,investigation;finding
ophc2_e1833ad86690,vision-threatening leukocoria,vision-threatening leukocoria,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,leukocoria,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_e8d3d838513b,recurrent abnormal red reflex,рецидивирующий abnormal red reflex,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,abnormal red reflex,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_0eb18d804fa8,bilateral abnormal red reflex,двусторонний abnormal red reflex,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,abnormal red reflex,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_34147f40e29a,treatment-resistant esotropia,treatment-resistant esotropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,esotropia,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_7b41abf31289,moderate nystagmus in infancy,умеренный nystagmus in infancy,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,nystagmus in infancy,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_3f021f12d891,progressive congenital ptosis,прогрессирующий congenital ptosis,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,congenital ptosis,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_6832c0448f8c,subclinical congenital ptosis,субклинический congenital ptosis,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,congenital ptosis,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_e26350bf9756,severe optic nerve hypoplasia,тяжёлый оптический нерв hypoplasia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,optic nerve hypoplasia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_f7ee0509b68f,moderate strabismic amblyopia,умеренный strabismic amblyopia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,strabismic amblyopia,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_37bcc4519b87,recurrent suppression scotoma,рецидивирующий suppression scotoma,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,suppression scotoma,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_c798e750b085,retinoblastoma with esotropia,retinoblastoma с esotropia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,diagnostic qualifier,retinoblastoma,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,diagnosis;finding
ophc2_9636a5745cc6,lensectomy for retinoblastoma,ведение/лечение: lensectomy при retinoblastoma,Pediatric Ophthalmology & Strabismus,management,C1,B,management pattern,lensectomy,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",management
ophc2_1da9869ffb4a,treatment-resistant leukocoria,treatment-resistant leukocoria,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,leukocoria,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_0e4a9b097263,persistent abnormal red reflex,персистирующий abnormal red reflex,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,abnormal red reflex,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_7e205c344401,asymmetric abnormal red reflex,asymmetric abnormal red reflex,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,abnormal red reflex,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_db0ef3c74255,recurrent nystagmus in infancy,рецидивирующий nystagmus in infancy,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,nystagmus in infancy,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_746d838b5d2d,chronic optic nerve hypoplasia,хронический оптический нерв hypoplasia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,optic nerve hypoplasia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_9b8002dbc92c,diffuse optic nerve hypoplasia,диффузный оптический нерв hypoplasia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,optic nerve hypoplasia,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_97c4f02ce17d,persistent suppression scotoma,персистирующий suppression scotoma,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,suppression scotoma,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_2ebf3e8f7a86,retinoblastoma with leukocoria,retinoblastoma с leukocoria,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,diagnostic qualifier,retinoblastoma,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,diagnosis;finding
ophc2_969671960524,Krimsky test showing esotropia,Krimsky test: признак esotropia,Pediatric Ophthalmology & Strabismus,investigations,C1,B,investigation pattern,Krimsky test,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,investigation;finding
ophc2_31c29484d43c,progressive abnormal red reflex,прогрессирующий abnormal red reflex,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,abnormal red reflex,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_576cb658db52,unilateral nystagmus in infancy,односторонний nystagmus in infancy,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,nystagmus in infancy,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_dac868fb3fb1,asymmetric nystagmus in infancy,asymmetric nystagmus in infancy,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,nystagmus in infancy,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_dbc904582e62,persistent strabismic amblyopia,персистирующий strabismic amblyopia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,strabismic amblyopia,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_f170b708c3ad,asymmetric strabismic amblyopia,asymmetric strabismic amblyopia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,strabismic amblyopia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_b49539e81df5,progressive suppression scotoma,прогрессирующий suppression scotoma,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,suppression scotoma,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_3707c086f244,congenital ptosis on cover test,congenital ptosis при/на cover test,Pediatric Ophthalmology & Strabismus,investigations,C1,B,prepositional phrase,cover test,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",investigation;finding
ophc2_c3b6a5d49f5c,Krimsky test showing leukocoria,Krimsky test: признак leukocoria,Pediatric Ophthalmology & Strabismus,investigations,C1,B,investigation pattern,Krimsky test,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",investigation;finding
ophc2_dec724d4e1f1,subclinical nystagmus in infancy,субклинический nystagmus in infancy,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,nystagmus in infancy,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_1e0ee156ef0e,recurrent optic nerve hypoplasia,рецидивирующий оптический нерв hypoplasia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,optic nerve hypoplasia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_b0b982fa6479,bilateral optic nerve hypoplasia,двусторонний оптический нерв hypoplasia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,optic nerve hypoplasia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_41d02af59862,acute retinopathy of prematurity,острый retinopathy of prematurity,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,retinopathy of prematurity,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_062c8fdd8deb,focal retinopathy of prematurity,очаговый retinopathy of prematurity,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,retinopathy of prematurity,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,finding;modifier
ophc2_d06e5425f39f,progressive strabismic amblyopia,прогрессирующий strabismic amblyopia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,strabismic amblyopia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_cfed9387dccd,subclinical strabismic amblyopia,субклинический strabismic amblyopia,Pediatric Ophthalmology & Strabismus,clinical description,C1,B,modified noun phrase,strabismic amblyopia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_c0c226739539,cover test showing anisometropia,cover test: признак anisometropia,Pediatric Ophthalmology & Strabismus,investigations,C1,B,investigation pattern,cover test,pediatric_strabismus,Pediatric Ophthalmology and Strabismus,investigation;finding
ophc2_1a01812f7d24,esotropia on Worth four-dot test,esotropia при/на Worth four-dot test,Pediatric Ophthalmology & Strabismus,investigations,C1,B,prepositional phrase,Worth four-dot test,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",investigation;finding
ophc2_00951aa1eeaa,risk of progression in ectropion,фактор риска / риск: risk of progression при ectropion,Oculoplastics & Orbit,risk stratification,C2,A,risk pattern,ectropion,ophthalmic_surgery,Ophthalmic Surgery: Principles and Practice,risk;prognosis
ophc2_10cc6c8cd207,risk of visual loss in entropion,фактор риска / риск: risk of зрительный потеря при entropion,Oculoplastics & Orbit,risk stratification,C2,A,risk pattern,entropion,yanoff_duker,"Ophthalmology, Yanoff & Duker",risk;prognosis
